id,symbol,company_name,security_type,event_start_date,event_end_date,peak_date,price_start,price_peak,price_end_3d,return_1d_pct,return_3d_pct,return_peak_pct,label_a,label_b,day_after_continuation,volume_event_day,volume_avg_20d_pre,volume_ratio,shares_outstanding,float_shares,market_cap_pre,short_interest_shares,short_pct_float,days_to_cover,sector,industry,exchange,ipo_date,days_since_ipo,catalyst_summary,news_count_event_day,options_available,iv_pre_event,call_oi_pre,put_oi_pre,taxonomy_bucket,taxonomy_confidence,taxonomy_notes,data_source,created_at
57,GME,GameStop Corp.,common,2021-02-22T00:00:00,2021-02-25T00:00:00,2021-02-25T00:00:00,11.5,46.17,27.1825,18.56,136.37,301.48,1,0,0.0,601235200.0,246246120.0,2.44,448009480.0,408196259.0,5152109020.0,64227044.0,0.157,12.79,Consumer Cyclical,Specialty Retail,NYQ,,,"WSB-driven short squeeze, 140%+ SI, Melvin Capital",,1,,,,short_squeeze,0.9,"Seed list: WSB-driven short squeeze, 140%+ SI, Melvin Capital",yfinance,2026-03-26T20:29:16.365156
17,AMC,"AMC Entertainment Holdings, Inc.",common,2021-05-27T00:00:00,2021-06-02T00:00:00,2021-06-02T00:00:00,265.2,726.2,625.5,95.22,135.86,173.83,1,0,0.0,76646250.0,10642113.0,7.2,582797250.0,524606787.0,154557830700.0,118075647.0,0.22389999,3.95,Communication Services,Entertainment,NYQ,,,"Meme stock squeeze, high retail participation",,1,,,,short_squeeze,0.9,"Seed list: Meme stock squeeze, high retail participation",yfinance,2026-03-26T20:29:15.677531
2,BBIG,"Vinco Ventures, Inc.",common,2024-06-24T00:00:00,2024-06-27T00:00:00,2024-06-27T00:00:00,0.0044,0.01,0.01,2400.0,127.27,127.27,1,1,0.0,13388.0,2202.55,6.08,13000000.0,11665321.0,57200.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:27:30.270994
18,AMC,"AMC Entertainment Holdings, Inc.",common,2024-05-09T00:00:00,2024-05-14T00:00:00,2024-05-14T00:00:00,3.05,11.88,6.85,31.98,124.59,289.51,1,0,0.0,634246600.0,21345835.0,29.71,582797250.0,524606787.0,1777531612.5,118075647.0,0.22389999,3.95,Communication Services,Entertainment,NYQ,,,"Meme stock squeeze, high retail participation",,1,,,,short_squeeze,0.9,"Seed list: Meme stock squeeze, high retail participation",yfinance,2026-03-26T20:29:15.677532
69,NVAX,"Novavax, Inc.",common,2020-01-15T00:00:00,2020-01-21T00:00:00,2020-01-21T00:00:00,4.38,9.99,9.82,71.08,124.2,128.08,1,0,0.0,55305200.0,1488800.0,37.15,162935945.0,140468708.0,713659439.1,48625229.0,0.29950002,10.07,Healthcare,Biotechnology,NMS,,,COVID vaccine candidate,,1,,,,biotech_catalyst,0.9,Seed list: COVID vaccine candidate,yfinance,2026-03-26T20:29:16.923465
32,BBIG,"Vinco Ventures, Inc.",common,2024-02-20T00:00:00,2024-02-23T00:00:00,2024-02-23T00:00:00,0.009,0.02,0.02,122.22,122.22,122.22,1,0,0.0,31388.0,22465.15,1.4,13000000.0,11665321.0,116999.99999999999,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967221
34,BBIG,"Vinco Ventures, Inc.",common,2024-08-23T00:00:00,2024-08-28T00:00:00,2024-08-28T00:00:00,0.0009,0.009,0.002,100.0,122.22,900.0,1,1,0.0,12053.0,3227.0,3.74,13000000.0,11665321.0,11700.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967222
64,LUNR,"Intuitive Machines, Inc.",common,2024-02-14T00:00:00,2024-02-20T00:00:00,2024-02-20T00:00:00,4.98,12.05,10.99,50.14,120.68,141.97,1,0,0.0,64341100.0,3400205.0,18.92,159372567.0,129259120.0,793675383.6600001,31107399.0,0.2027,3.15,Industrials,Aerospace & Defense,NGM,,,"Moon landing mission, space sector momentum",,1,,,,sector_momentum,0.9,"Seed list: Moon landing mission, space sector momentum",yfinance,2026-03-26T20:29:16.604853
66,MEGL,Magic Empire Global Limited,adr,2023-01-03T00:00:00,2023-01-06T00:00:00,2023-01-06T00:00:00,1.2474,3.465,2.7423,20.43,119.84,177.78,1,0,0.0,21271000.0,210220.0,101.18,4064050.0,3173944.0,5069495.970000001,52585.0,0.0217,3.77,Financial Services,Capital Markets,NCM,,,"IPO day 2800%+ move, ~1M share float",,0,,,,penny_stock_pump,0.9,"Seed list: IPO day 2800%+ move, ~1M share float",yfinance,2026-03-26T20:29:16.679667
71,NVAX,"Novavax, Inc.",common,2020-05-07T00:00:00,2020-05-12T00:00:00,2020-05-12T00:00:00,18.15,44.94,39.82,62.53,119.39,147.6,1,0,1.0,74649600.0,6744405.0,11.07,162935945.0,140468708.0,2957287401.75,48625229.0,0.29950002,10.07,Healthcare,Biotechnology,NMS,,,COVID vaccine candidate,,1,,,,biotech_catalyst,0.9,Seed list: COVID vaccine candidate,yfinance,2026-03-26T20:29:16.923472
92,TOP,TOP Financial Group Limited,adr,2022-08-03T00:00:00,2022-08-08T00:00:00,2022-08-08T00:00:00,9.46,23.38,20.57,102.66,117.44,147.15,1,0,0.0,5441100.0,262640.0,20.72,37068205.0,6999960.0,350665219.3,77176.0,0.0045,2.38,Financial Services,Capital Markets,NCM,,,"Hong Kong fintech micro-cap, extreme low float",,0,,,,penny_stock_pump,0.9,"Seed list: Hong Kong fintech micro-cap, extreme low float",yfinance,2026-03-26T20:29:17.487428
54,DJT,Trump Media & Technology Group Corp.,common,2024-01-17T00:00:00,2024-01-22T00:00:00,2024-01-22T00:00:00,23.05,50.2,49.69,88.36,115.57,117.79,1,0,1.0,29654400.0,571435.0,51.89,276731315.0,159355728.0,6378656810.75,11809590.0,0.0731,3.03,Communication Services,Internet Content & Information,NGM,,,"DWAC→DJT merger completion, political meme stock",,1,,,,spac_despac,0.9,"Seed list: DWAC→DJT merger completion, political meme stock",yfinance,2026-03-26T20:29:16.187646
77,PRST,Presto Automation Inc.,common,2024-02-22T00:00:00,2024-02-27T00:00:00,2024-02-27T00:00:00,0.2689,0.6199,0.57,74.05,111.97,130.53,1,0,0.0,28158920.0,491238.0,57.32,418519281.0,105706246.0,112539834.66089998,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173189
21,ATER,"Aterian, Inc.",common,2020-04-27T00:00:00,2020-04-30T00:00:00,2020-04-30T00:00:00,24.24,59.4,51.0,25.0,110.4,145.05,1,0,1.0,161417.0,5168.25,31.23,10027046.0,6475699.0,243055595.04,167750.0,0.0233,2.66,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NCM,,,"Low float, high SI squeeze",,1,,,,short_squeeze,0.9,"Seed list: Low float, high SI squeeze",yfinance,2026-03-26T20:29:15.868589
72,NVAX,"Novavax, Inc.",common,2021-01-27T00:00:00,2021-02-01T00:00:00,2021-02-01T00:00:00,131.18,276.0,268.3,21.44,104.53,110.4,1,0,0.0,13962300.0,3226645.0,4.33,162935945.0,140468708.0,21373937265.100002,48625229.0,0.29950002,10.07,Healthcare,Biotechnology,NMS,,,COVID vaccine candidate,,1,,,,biotech_catalyst,0.9,Seed list: COVID vaccine candidate,yfinance,2026-03-26T20:29:16.923473
24,BBIG,"Vinco Ventures, Inc.",common,2022-08-15T00:00:00,2022-08-18T00:00:00,2022-08-18T00:00:00,14.234,38.8,29.0,4.32,103.74,172.59,1,0,0.0,6195481.0,557057.85,11.12,13000000.0,11665321.0,185042000.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967216
52,BKKT,"Bakkt, Inc.",common,2023-01-09T00:00:00,2023-01-12T00:00:00,2023-01-12T00:00:00,34.5,71.75,69.5,94.41,101.45,107.97,1,0,0.0,1005824.0,59610.0,16.87,30562096.0,28695974.0,1054392312.0,3901087.0,0.1867,2.81,Technology,Software - Infrastructure,NYQ,,,"De-SPAC pop, Mastercard partnership rumors",,1,,,,spac_despac,0.9,"Seed list: De-SPAC pop, Mastercard partnership rumors",yfinance,2026-03-26T20:29:16.063353
70,NVAX,"Novavax, Inc.",common,2020-02-25T00:00:00,2020-02-28T00:00:00,2020-02-28T00:00:00,7.95,17.71,16.0,35.59,101.26,122.77,1,0,0.0,36295500.0,4423550.0,8.21,162935945.0,140468708.0,1295340762.75,48625229.0,0.29950002,10.07,Healthcare,Biotechnology,NMS,,,COVID vaccine candidate,,1,,,,biotech_catalyst,0.9,Seed list: COVID vaccine candidate,yfinance,2026-03-26T20:29:16.923471
55,GME,GameStop Corp.,common,2021-01-11T00:00:00,2021-01-14T00:00:00,2021-01-14T00:00:00,4.985,10.765,9.9775,27.1,100.15,115.95,1,0,0.0,374869600.0,40253740.0,9.31,448009480.0,408196259.0,2233327257.8,64227044.0,0.157,12.79,Consumer Cyclical,Specialty Retail,NYQ,,,"WSB-driven short squeeze, 140%+ SI, Melvin Capital",,1,,,,short_squeeze,0.9,"Seed list: WSB-driven short squeeze, 140%+ SI, Melvin Capital",yfinance,2026-03-26T20:29:16.365151
28,BBIG,"Vinco Ventures, Inc.",common,2023-12-04T00:00:00,2023-12-07T00:00:00,2023-12-07T00:00:00,0.0055,0.03,0.011,10.0,100.0,445.45,1,0,0.0,118627.0,11572.7,10.25,13000000.0,11665321.0,71500.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967218
35,BBIG,"Vinco Ventures, Inc.",common,2024-09-04T00:00:00,2024-09-09T00:00:00,2024-09-05T00:00:00,0.001,0.002,0.002,100.0,100.0,100.0,1,0,0.0,730.0,3280.5,0.22,13000000.0,11665321.0,13000.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967222
36,BBIG,"Vinco Ventures, Inc.",common,2024-10-07T00:00:00,2024-10-10T00:00:00,2024-10-07T00:00:00,0.0002,0.001,0.0004,33.33,100.0,400.0,1,0,0.0,700.0,13995.45,0.05,13000000.0,11665321.0,2600.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967223
45,BBIG,"Vinco Ventures, Inc.",common,2025-08-07T00:00:00,2025-08-12T00:00:00,2025-08-12T00:00:00,0.0001,0.0002,0.0002,100.0,100.0,100.0,1,0,0.0,2545.0,3352.65,0.76,13000000.0,11665321.0,1300.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967228
82,PRST,Presto Automation Inc.,common,2025-02-20T00:00:00,2025-02-25T00:00:00,2025-02-25T00:00:00,0.0001,0.0002,0.0002,100.0,100.0,100.0,1,0,0.0,250650.0,96937.25,2.59,418519281.0,105706246.0,41851.928100000005,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173192
83,PRST,Presto Automation Inc.,common,2025-03-03T00:00:00,2025-03-06T00:00:00,2025-03-06T00:00:00,0.0001,0.0002,0.0002,100.0,100.0,100.0,1,0,0.0,8676.0,153683.25,0.06,418519281.0,105706246.0,41851.928100000005,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173192
84,PRST,Presto Automation Inc.,common,2025-07-17T00:00:00,2025-07-22T00:00:00,2025-07-22T00:00:00,0.0001,0.0002,0.0002,100.0,100.0,100.0,1,0,0.0,236511.0,43079.75,5.49,418519281.0,105706246.0,41851.928100000005,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173193
86,PRST,Presto Automation Inc.,common,2025-08-21T00:00:00,2025-08-26T00:00:00,2025-08-26T00:00:00,0.0001,0.0002,0.0002,100.0,100.0,100.0,1,0,0.0,11254.0,154040.6,0.07,418519281.0,105706246.0,41851.928100000005,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173193
87,PRST,Presto Automation Inc.,common,2025-09-04T00:00:00,2025-09-09T00:00:00,2025-09-09T00:00:00,0.0001,0.0002,0.0002,100.0,100.0,100.0,1,0,0.0,11863.0,22330.4,0.53,418519281.0,105706246.0,41851.928100000005,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173194
19,AMTD,AMTD IDEA Group,adr,2022-07-19T00:00:00,2022-07-22T00:00:00,2022-07-22T00:00:00,6.78,15.84,13.2,103.7,94.69,133.63,1,0,0.0,1854783.0,12680.75,146.27,42487253.0,208541538.0,288063575.34000003,36873.0,0.00090000004,1.28,Financial Services,Asset Management,NYQ,,,"HKD parent, mysterious 32000% rally post-IPO",,0,,,,penny_stock_pump,0.9,"Seed list: HKD parent, mysterious 32000% rally post-IPO",yfinance,2026-03-26T20:29:15.771067
38,BBIG,"Vinco Ventures, Inc.",common,2024-11-07T00:00:00,2024-11-12T00:00:00,2024-11-07T00:00:00,0.0006,0.001,0.001,150.0,66.67,66.67,1,0,0.0,3701.0,5021.85,0.74,13000000.0,11665321.0,7799.999999999999,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967224
65,MEGL,Magic Empire Global Limited,adr,2022-08-10T00:00:00,2022-08-15T00:00:00,2022-08-15T00:00:00,12.177,18.3051,17.5527,115.69,44.15,50.33,1,0,0.0,77104300.0,4361733.33,17.68,4064050.0,3173944.0,49487936.85,52585.0,0.0217,3.77,Financial Services,Capital Markets,NCM,,,"IPO day 2800%+ move, ~1M share float",,0,,,,penny_stock_pump,0.9,"Seed list: IPO day 2800%+ move, ~1M share float",yfinance,2026-03-26T20:29:16.679664
39,BBIG,"Vinco Ventures, Inc.",common,2024-11-18T00:00:00,2024-11-21T00:00:00,2024-11-18T00:00:00,0.0007,0.01,0.001,100.0,42.86,1328.57,1,1,0.0,7190.0,3567.35,2.02,13000000.0,11665321.0,9100.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967225
41,BBIG,"Vinco Ventures, Inc.",common,2025-03-04T00:00:00,2025-03-07T00:00:00,2025-03-07T00:00:00,0.0019,0.002,0.002,100.0,5.26,5.26,1,0,0.0,689.0,4449.5,0.15,13000000.0,11665321.0,24700.0,2108418.0,0.16219999,1.23,Consumer Cyclical,Leisure,PNK,,,"Tyde spinoff, short squeeze setup",,0,,,,short_squeeze,0.9,"Seed list: Tyde spinoff, short squeeze setup",yfinance,2026-03-26T20:29:15.967226
85,PRST,Presto Automation Inc.,common,2025-08-08T00:00:00,2025-08-13T00:00:00,2025-08-08T00:00:00,0.0002,0.0002,0.0002,100.0,0.0,0.0,1,0,0.0,2000.0,150763.15,0.01,418519281.0,105706246.0,83703.85620000001,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173193
80,PRST,Presto Automation Inc.,common,2025-01-17T00:00:00,2025-01-23T00:00:00,2025-01-23T00:00:00,0.0005,0.0015,0.0002,100.0,-60.0,200.0,1,0,1.0,633585.0,1681423.1,0.38,418519281.0,105706246.0,209259.6405,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173191
78,PRST,Presto Automation Inc.,common,2024-08-06T00:00:00,2024-08-09T00:00:00,2024-08-06T00:00:00,0.031,0.0355,0.0056,100.0,-81.94,14.52,1,0,1.0,77406861.0,36836658.45,2.1,418519281.0,105706246.0,12974097.711,1820791.0,0.0138,0.08,Technology,Software - Application,PNK,,,"AI restaurant tech, low float squeeze",,0,,,,penny_stock_pump,0.9,"Seed list: AI restaurant tech, low float squeeze",yfinance,2026-03-26T20:29:17.173190
